#VOG	FreqVir	FreqHost	Viral Quotient
VOG10691	0.001344086	0	1
VOG10692	0.0010080645	0	1
VOG10693	0.001344086	0	1
VOG10694	0.001344086	0	1
VOG10695	0.001344086	0	1
VOG10696	0.001344086	0	1
VOG10697	0.001344086	0	1
VOG10698	0.001344086	0	1
VOG10699	0.001344086	0	1
VOG1070	0.0268817204	0	1
VOG10700	0.001344086	0	1
VOG10701	0.001344086	0	1
VOG10702	0.001344086	0	1
VOG10703	0.001344086	0	1
VOG10704	0.001344086	0	1
VOG10705	0.001344086	0	1
VOG10706	0.0010080645	0	1
VOG10707	0.001344086	0	1
VOG10708	0.001344086	0	1
VOG10709	0.001344086	0	1
VOG10710	0.001344086	0	1
VOG10711	0.001344086	0	1
VOG10712	0.001344086	0	1
VOG10713	0.001344086	0	1
VOG10714	0.001344086	0	1
VOG10715	0.001344086	0	1
VOG10716	0.001344086	0	1
VOG10717	0.001344086	0	1
VOG10718	0.001344086	0	1
VOG10719	0.001344086	0	1
VOG1072	0.0036962366	0.0038083784	0.4925284726
VOG10720	0.001344086	0	1
VOG10721	0.001344086	0	1
VOG10722	0.001344086	0	1
VOG10723	0.001344086	0	1
VOG10724	0.001344086	0	1
VOG10725	0.001344086	0	1
VOG10726	0.001344086	0	1
VOG10727	0.001344086	0	1
VOG10728	0.001344086	0	1
VOG10729	0.001344086	0	1
VOG1073	0.0036962366	0	1
VOG10730	0.001344086	0	1
VOG10731	0.001344086	0	1
VOG10732	0.001344086	0	1
VOG10733	0.001344086	0	1
VOG10734	0.001344086	0	1
VOG10735	0.001344086	0	1
VOG10736	0.001344086	0	1
VOG10737	0.001344086	0	1
VOG10738	0.001344086	0.0044097013	0.2336002248
VOG10739	0.001344086	0	1
VOG1074	0.0147849462	0	1
VOG10740	0.001344086	0	1
VOG10741	0.001344086	0	1
VOG10742	0.001344086	0	1
VOG10743	0.001344086	0	1
VOG10744	0.001344086	0	1
VOG10745	0.001344086	0	1
VOG10746	0.001344086	0	1
VOG10747	0.001344086	0	1
VOG10748	0.001344086	0	1
VOG10749	0.001344086	0	1
VOG10750	0.001344086	0	1
VOG10751	0.001344086	0	1
VOG10752	0.001344086	0	1
VOG10753	0.001344086	0	1
VOG10754	0.001344086	0	1
VOG10755	0.001344086	0	1
VOG10756	0.001344086	0	1
VOG10757	0.001344086	0	1
VOG10758	0.001344086	0	1
VOG10759	0.001344086	0	1
VOG1076	0.0396505376	0.0014030868	0.9658230714
VOG10760	0.001344086	0	1
VOG10761	0.001344086	0	1
VOG10762	0.001344086	0	1
VOG10763	0.001344086	0	1
VOG10764	0.001344086	0	1
VOG10765	0.001344086	0	1
VOG10766	0.001344086	0	1
VOG10767	0.001344086	0	1
VOG10768	0.001344086	0	1
VOG10769	0.001344086	0	1
VOG10770	0.001344086	0	1
VOG10771	0.001344086	0	1
VOG10772	0.001344086	0	1
VOG10773	0.001344086	0	1
VOG10774	0.001344086	0	1
VOG10775	0.001344086	0	1
VOG10776	0.001344086	0	1
VOG10777	0.001344086	0	1
VOG10778	0.001344086	0	1
VOG10779	0.001344086	0	1
VOG10780	0.001344086	0	1
VOG10781	0.001344086	0	1
VOG10782	0.001344086	0	1
VOG10783	0.001344086	0	1
VOG10784	0.001344086	0	1
VOG10785	0.001344086	0	1
VOG10786	0.001344086	0	1
VOG10787	0.0010080645	0	1
VOG10788	0.001344086	0	1
VOG10789	0.001344086	0	1
VOG10790	0.001344086	0	1
VOG10791	0.001344086	0	1
VOG10792	0.001344086	0	1
VOG10793	0.001344086	0	1
VOG10794	0.001344086	0	1
VOG10795	0.001344086	0	1
VOG10796	0.001344086	0	1
VOG10797	0.001344086	0.000200441	0.8702250131
VOG10798	0.001344086	0	1
VOG10799	0.001344086	0	1
VOG1080	0.0134408602	0	1
VOG10800	0.001344086	0	1
VOG10801	0.001344086	0	1
VOG10802	0.001344086	0	1
VOG10803	0.001344086	0	1
VOG10804	0.001344086	0	1
VOG10805	0.001344086	0	1
VOG10806	0.001344086	0	1
VOG10807	0.001344086	0	1
VOG10808	0.001344086	0	1
VOG10809	0.001344086	0	1
VOG10810	0.001344086	0	1
VOG10811	0.001344086	0	1
VOG10812	0.001344086	0	1
VOG10813	0.001344086	0	1
VOG10814	0.001344086	0	1
VOG10815	0.001344086	0	1
VOG10816	0.001344086	0	1
VOG10817	0.001344086	0	1
VOG10818	0.001344086	0	1
VOG10819	0.001344086	0	1
VOG1082	0.0154569892	0	1
VOG10820	0.001344086	0	1
VOG10821	0.001344086	0	1
VOG10822	0.001344086	0	1
VOG10823	0.001344086	0	1
VOG10824	0.001344086	0	1
VOG10825	0.001344086	0	1
VOG10826	0.001344086	0	1
VOG10827	0.001344086	0	1
VOG10828	0.001344086	0	1
VOG10829	0.001344086	0	1
VOG10830	0.0036962366	0	1
VOG10831	0.0010080645	0	1
VOG10832	0.0134408602	0	1
VOG10833	0.0010080645	0	1
VOG10834	0.0010080645	0	1
VOG10835	0.0010080645	0	1
VOG10836	0.001344086	0	1
VOG10837	0.001344086	0	1
VOG10838	0.001344086	0	1
VOG10839	0.001344086	0	1
VOG10840	0.001344086	0	1
VOG10841	0.001344086	0	1
VOG10842	0.0010080645	0	1
VOG10843	0.0010080645	0	1
VOG10844	0.0010080645	0	1
VOG10845	0.0010080645	0	1
VOG10846	0.0010080645	0	1
VOG10847	0.0010080645	0	1
VOG10848	0.0010080645	0	1
VOG10849	0.000672043	0	1
VOG1085	0.0100806452	0.0086189617	0.5390832667
VOG10850	0.0010080645	0	1
VOG10851	0.001344086	0	1
VOG10852	0.0010080645	0	1
VOG10853	0.0010080645	0	1
VOG10854	0.0010080645	0	1
VOG10855	0.0010080645	0	1
VOG10856	0.0030241935	0	1
VOG10857	0.0010080645	0	1
VOG10858	0.0010080645	0	1
VOG10859	0.0010080645	0	1
VOG1086	0.0073924731	0.0110242534	0.4013999517
VOG10860	0.0010080645	0	1
VOG10861	0.0342741935	0.000200441	0.9941858421
VOG10862	0.0010080645	0	1
VOG10863	0.0010080645	0	1
VOG10864	0.0010080645	0	1
VOG10865	0.001344086	0	1
VOG10866	0.0010080645	0	1
VOG10867	0.0010080645	0	1
VOG10868	0.002016129	0.0008017639	0.715473971
VOG10869	0.001344086	0	1
VOG10870	0.0010080645	0.0408899579	0.0240599546
VOG10871	0.0010080645	0	1
VOG10872	0.000672043	0	1
VOG10873	0.001344086	0	1
VOG10874	0.001344086	0	1
VOG10875	0.001344086	0	1
VOG10876	0.0010080645	0.0008017639	0.5569945294
VOG10877	0.0010080645	0	1
VOG10878	0.0010080645	0	1
VOG10879	0.0010080645	0	1
VOG1088	0.0087365591	0	1
VOG10880	0.0010080645	0	1
VOG10881	0.0010080645	0	1
VOG10882	0.0010080645	0	1
VOG10883	0.0077284946	0	1
VOG10884	0.0010080645	0	1
VOG10885	0.001344086	0	1
VOG10886	0.002016129	0	1
VOG10887	0.0262096774	0	1
VOG10888	0.0040322581	0	1
VOG10889	0.0010080645	0	1
VOG10890	0.002016129	0.000200441	0.9095715588
VOG10891	0.0023521505	0	1
VOG10892	0.0010080645	0	1
VOG10893	0.0010080645	0.000200441	0.8341414479
VOG10894	0.0030241935	0	1
VOG10895	0.0010080645	0	1
VOG10896	0.000672043	0	1
VOG10897	0.000672043	0	1
VOG10898	0.000672043	0.0008017639	0.4559912257
VOG10899	0.0016801075	0	1
VOG10900	0.002688172	0.0012026458	0.6909015372
VOG10901	0.0023521505	0.000200441	0.9214755007
VOG10902	0.0010080645	0	1
VOG10903	0.0010080645	0	1
VOG10904	0.001344086	0	1
VOG10905	0.0010080645	0	1
VOG10906	0.0023521505	0	1
VOG10907	0.001344086	0	1
VOG10908	0.0023521505	0	1
VOG10909	0.0010080645	0	1
VOG10910	0.0010080645	0	1
VOG10911	0.0010080645	0	1
VOG10912	0.0016801075	0.0006013229	0.7364272429
VOG10913	0.0016801075	0	1
VOG10914	0.002688172	0.000200441	0.9306099608
VOG10915	0.0010080645	0.000200441	0.8341414479
VOG10916	0.0047043011	0.0030066146	0.610083329
VOG10917	0.002688172	0.0010022049	0.7284275077
VOG10918	0.0010080645	0	1
VOG10919	0.0030241935	0	1
VOG1092	0.0262096774	0	1
VOG10920	0.0120967742	0.0058127881	0.6754366172
VOG10921	0.0010080645	0	1
VOG10922	0.0036962366	0.0727600722	0.0483444286
VOG10923	0.001344086	0.0018039687	0.426957638
VOG10924	0.0010080645	0.0004008819	0.715473971
VOG10925	0.0030241935	0.0094207256	0.2430062834
VOG10926	0.002016129	0	1
VOG10927	0.0010080645	0	1
VOG10928	0.002016129	0	1
VOG10929	0.0010080645	0	1
VOG1093	0.127688172	0.7075566246	0.1528751482
VOG10930	0.0070564516	0	1
VOG10931	0.0120967742	0	1
VOG10932	0.0077284946	0	1
VOG10933	0.0278897849	0.0517137703	0.3503585344
VOG10934	0.0010080645	0	1
VOG10935	0.002688172	0	1
VOG10936	0.0057123656	0.0004008819	0.9344240621
VOG10937	0.001344086	0	1
VOG10938	0.000672043	0.000200441	0.7702640111
VOG10939	0.001344086	0	1
VOG1094	0.0389784946	0.0436961315	0.4714686532
VOG10940	0.0010080645	0.0012026458	0.4559912257
VOG10941	0.030577957	0.000200441	0.9934876087
VOG10942	0.0040322581	0.0008017639	0.8341414479
VOG10943	0.0010080645	0	1
VOG10944	0.0053763441	0.0014030868	0.7930376729
VOG10945	0.0033602151	0.0004008819	0.8934135597
VOG10946	0.001344086	0.0090198437	0.1296888404
VOG10947	0.0010080645	0.0016035278	0.3859961315
VOG10948	0.0010080645	0.0004008819	0.715473971
VOG10949	0.0010080645	0.0010022049	0.5014574329
VOG1095	0.0389784946	0.0004008819	0.9898200029
VOG10950	0.0010080645	0	1
VOG10951	0.001344086	0.000200441	0.8702250131
VOG10952	0.002016129	0.0038083784	0.3461458406
VOG10953	0.000672043	0.0004008819	0.6263653484
VOG10954	0.0010080645	0	1
VOG10955	0.0010080645	0	1
VOG10956	0.0010080645	0	1
VOG10957	0.0016801075	0	1
VOG10958	0.0010080645	0	1
VOG10959	0.0023521505	0.0010022049	0.7012228179
VOG10960	0.001344086	0.0020044097	0.4013999517
VOG10961	0.002016129	0	1
VOG10962	0.0174731183	0.0004008819	0.9775717839
VOG10963	0.0023521505	0	1
VOG10964	0.0010080645	0.0010022049	0.5014574329
VOG10965	0.0010080645	0	1
VOG10966	0.002688172	0.0030066146	0.4720408743
VOG10967	0.000672043	0	1
VOG10968	0.0336021505	0.000200441	0.9940702484
VOG10969	0.000672043	0	1
VOG10970	0.0023521505	0.0016035278	0.5946263472
VOG10971	0.0010080645	0.0254560032	0.0380918205
VOG10972	0.000672043	0	1
VOG10973	0.001344086	0.0006013229	0.6909015372
VOG10974	0.0010080645	0	1
VOG10975	0.0010080645	0	1
VOG10976	0.0090725806	0.0018039687	0.8341414479
VOG10977	0.000672043	0	1
VOG10978	0.001344086	0.0012026458	0.5277689622
VOG10979	0.0033602151	0.9120064141	0.0036708953
VOG10980	0.0010080645	0	1
VOG10981	0.0114247312	0	1
VOG10982	0.0010080645	0	1
VOG10983	0.000672043	0	1
VOG10984	0.0010080645	0	1
VOG10985	0.0010080645	0.000200441	0.8341414479
VOG10986	0.0278897849	0	1
VOG10987	0.0010080645	0	1
VOG10988	0.0010080645	0	1
VOG10989	0.0141129032	0	1
VOG1099	0.0386424731	0.0004008819	0.9897323901
VOG10990	0.000672043	0	1
VOG10991	0.000672043	0	1
VOG10992	0.0010080645	0	1
VOG10993	0.0023521505	0	1
VOG10994	0.0050403226	0.0022048507	0.6956800625
VOG10995	0.0010080645	0.0020044097	0.3346300892
VOG10996	0.0010080645	0	1
VOG10997	0.0010080645	0	1
VOG10998	0.0010080645	0	1
VOG10999	0.0010080645	0.0004008819	0.715473971
VOG1100	0.0383064516	0.0008017639	0.9794988375
VOG11000	0.0043682796	0.006814993	0.3906083437
VOG11001	0.0010080645	0.0006013229	0.6263653484
VOG11002	0.0023521505	0	1
VOG11003	0.002688172	0.006814993	0.2828712366
VOG11004	0.0010080645	0.0130286631	0.0718162058
VOG11005	0.0010080645	0.000200441	0.8341414479
VOG11006	0.0040322581	0	1
VOG11007	0.0023521505	0	1
VOG11008	0.0010080645	0	1
VOG11009	0.0010080645	0.0479053919	0.020609145
VOG1101	0.029233871	0	1
VOG11010	0.0030241935	0	1
VOG11011	0.0010080645	0	1
VOG11012	0.0164650538	0.0004008819	0.9762312659
VOG11013	0.0010080645	0	1
VOG11014	0.0010080645	0.0004008819	0.715473971
VOG11015	0.0010080645	0.0408899579	0.0240599546
VOG11016	0.0010080645	0	1
VOG11017	0.0010080645	0	1
VOG11018	0.0010080645	0	1
VOG11019	0.0010080645	0	1
VOG1102	0.029233871	0.000200441	0.9931902274
VOG11020	0.002016129	0	1
VOG11021	0.0010080645	0	1
VOG11022	0.0010080645	0.000200441	0.8341414479
VOG11023	0.0010080645	0	1
VOG11024	0.0010080645	0	1
VOG11025	0.0010080645	0	1
VOG11026	0.0171370968	0.0004008819	0.9771420671
VOG11027	0.0030241935	0.000200441	0.9378407168
VOG11028	0.0010080645	0	1
VOG11029	0.0043682796	0	1
VOG1103	0.03125	0	1
VOG11030	0.0010080645	0	1
VOG11031	0.0157930108	0.020444979	0.4358136552
VOG11032	0.0614919355	0.0040088194	0.9387973557
VOG11033	0.000672043	0	1
VOG11034	0.0010080645	0	1
VOG11035	0.0010080645	0	1
VOG11036	0.001344086	0	1
VOG11037	0.000672043	0	1
VOG11038	0.001344086	0	1
VOG11039	0.0010080645	0	1
VOG1104	0.032594086	0	1
VOG11040	0.001344086	0	1
VOG11041	0.000672043	0	1
VOG11042	0.0010080645	0	1
VOG11043	0.0010080645	0	1
VOG11044	0.0016801075	0	1
VOG11045	0.0010080645	0	1
VOG11046	0.0060483871	0	1
VOG11047	0.002016129	0	1
VOG11048	0.0426747312	0	1
VOG11049	0.0043682796	0	1
VOG1105	0.0386424731	0.000200441	0.9948397031
VOG11050	0.002016129	0.000200441	0.9095715588
VOG11051	0.0110887097	0	1
VOG11052	0.001344086	0	1
VOG11053	0.0010080645	0	1
VOG11054	0.0016801075	0	1
VOG11055	0.0010080645	0	1
VOG11056	0.0010080645	0.000200441	0.8341414479
VOG11057	0.001344086	0	1
VOG11058	0.001344086	0	1
VOG11059	0.001344086	0	1
VOG1106	0.0356182796	0	1
VOG11060	0.0010080645	0.000200441	0.8341414479
VOG11061	0.001344086	0	1
VOG11062	0.0063844086	0	1
VOG11063	0.0060483871	0	1
VOG11064	0.000672043	0	1
VOG11065	0.0063844086	0.0611344959	0.0945573488
VOG11066	0.0057123656	0	1
VOG11067	0.0010080645	0	1
VOG11068	0.0137768817	0	1
VOG11069	0.0003360215	0	1
VOG1107	0.0386424731	0.0004008819	0.9897323901
VOG11070	0.0010080645	0.0078171978	0.1142248781
VOG11071	0.0010080645	0	1
VOG11072	0.0010080645	0	1
VOG11073	0.0010080645	0.0006013229	0.6263653484
VOG11074	0.0010080645	0.0010022049	0.5014574329
VOG11075	0.001344086	0.0014030868	0.4892615475
VOG11076	0.0053763441	0	1
VOG11077	0.002016129	0.000200441	0.9095715588
VOG11078	0.0030241935	0	1
VOG11079	0.0030241935	0.0104229304	0.2248951932
VOG1108	0.0352822581	0.000200441	0.9943510225
VOG11080	0.0010080645	0.000200441	0.8341414479
VOG11081	0.0010080645	0	1
VOG11082	0.000672043	0	1
VOG11083	0.0010080645	0	1
VOG11084	0.002688172	0	1
VOG11085	0.0023521505	0.0004008819	0.8543853211
VOG11086	0.0050403226	0.0076167569	0.398221612
VOG11087	0.0178091398	0	1
VOG11088	0.0010080645	0	1
VOG11089	0.0080645161	0	1
VOG1109	0.0346102151	0	1
VOG11090	0.0043682796	0	1
VOG11091	0.0010080645	0	1
VOG11092	0.0147849462	0.0074163159	0.6659507081
VOG1110	0.03125	0	1
VOG1112	0.0376344086	0.0004008819	0.9894602635
VOG1113	0.0379704301	0.0004008819	0.989552561
VOG1119	0.0349462366	0.000200441	0.9942970151
VOG1120	0.0352822581	0.000200441	0.9943510225
VOG1121	0.0352822581	0.000200441	0.9943510225
VOG1122	0.0352822581	0.000200441	0.9943510225
VOG1123	0.0352822581	0.000200441	0.9943510225
VOG1124	0.031922043	0	1
VOG1125	0.0349462366	0	1
VOG1126	0.0258736559	0	1
VOG1129	0.0514112903	0	1
VOG1133	0.0356182796	0	1
VOG1134	0.1038306452	0.0040088194	0.962826045
VOG1136	0.0537634409	0.0012026458	0.9781202212
VOG1137	0.0692204301	0	1
VOG1141	0.0245295699	0	1
VOG1142	0.033938172	0	1
VOG1143	0.033938172	0	1
VOG1144	0.0336021505	0	1
VOG1145	0.030577957	0	1
VOG1146	0.0346102151	0.0006013229	0.9829225605
VOG1147	0.028561828	0	1
VOG1148	0.0346102151	0	1
VOG1149	0.0070564516	0	1
VOG1150	0.0245295699	0	1
VOG1151	0.033938172	0	1
VOG1152	0.0252016129	0	1
VOG1153	0.031922043	0	1
VOG1154	0.0174731183	0.000200441	0.9886587095
VOG1156	0.0161290323	0	1
VOG1157	0.0379704301	0.000200441	0.99474885
VOG1158	0.0366263441	0.0006013229	0.9838474189
VOG1159	0.0524193548	0.0014030868	0.973931194
VOG1160	0.0154569892	0.000200441	0.9871983482
VOG1165	0.1320564516	0.0030066146	0.9777391804
VOG1166	0.0161290323	0.000200441	0.9877252029
VOG1167	0.0567876344	0.0004008819	0.9929901672
VOG1168	0.0131048387	0.000200441	0.9849352306
VOG1172	0.0063844086	0	1
VOG1173	0.0063844086	0	1
VOG1175	0.0446908602	0.0212467428	0.6777750198
VOG1176	0.0127688172	0	1
VOG1177	0.0588037634	0.0162357186	0.7836376512
VOG1178	0.0544354839	0	1
VOG1179	0.0040322581	0.000200441	0.9526446439
VOG1180	0.0147849462	0.0010022049	0.936517688
VOG1181	0.0120967742	0	1
VOG1183	0.0433467742	0.0044097013	0.9076627558
VOG1184	0.0010080645	0	1
VOG1186	0.0171370968	0	1
VOG1187	0.0120967742	0	1
VOG1188	0.0053763441	0	1
VOG1190	0.0117607527	0	1
VOG1191	0.0120967742	0	1
VOG1192	0.0211693548	0	1
VOG1196	0.0144489247	0.000200441	0.9863174301
VOG1198	0.0433467742	0.9206253758	0.0449668325
VOG1200	0.0204973118	0.0258568851	0.4421889099
VOG1201	0.0366263441	0.0020044097	0.948113627
VOG1206	0.0003360215	0	1
VOG1207	0.0151209677	0	1
VOG1208	0.0178091398	0	1
VOG1209	0.0154569892	0	1
VOG1210	0.0262096774	0.0008017639	0.9703176194
VOG1212	0.0416666667	0.0010022049	0.9765120376
VOG1213	0.0406586022	0.0006013229	0.9854259815
VOG1215	0.0416666667	0.0006013229	0.9857735625
VOG1222	0.0443548387	0	1
VOG1223	0.0134408602	0.000200441	0.9853063159
VOG1224	0.0369623656	0.000200441	0.9946064092
VOG1225	0.0245295699	0.0799759471	0.2347203344
VOG1227	0.0238575269	0	1
VOG1228	0.0104166667	0	1
VOG1229	0.0282258065	0.006814993	0.8055126283
VOG1232	0.0124327957	0	1
VOG1233	0.0147849462	0	1
VOG1234	0.0147849462	0	1
VOG1236	0.0208333333	0	1
VOG1237	0.0453629032	0.0008017639	0.9826325211
VOG1238	0.0134408602	0	1
VOG1241	0.0349462366	0	1
VOG1242	0.0178091398	0	1
VOG1243	0.0520833333	0.0016035278	0.9701318399
VOG1244	0.0131048387	0	1
VOG1246	0.0178091398	0.0024052916	0.8810111652
VOG1248	0.0171370968	0.0004008819	0.9771420671
VOG1249	0.0201612903	0	1
VOG1250	0.0168010753	0.000200441	0.9882104062
VOG1251	0.0117607527	0	1
VOG1252	0.0252016129	0.000200441	0.9921092613
VOG1254	0.0732526882	0.0008017639	0.9891733197
VOG1255	0.0682123656	0.0006013229	0.99126158
VOG1256	0.0430107527	0	1
VOG1257	0.0036962366	0	1
VOG1258	0.0137768817	0	1
VOG1259	0.0141129032	0	1
VOG1260	0.0174731183	0.0008017639	0.9561275485
VOG1261	0.0151209677	0	1
VOG1262	0.0221774194	0	1
VOG1263	0.0161290323	0	1
VOG1266	0.0070564516	0.0060132291	0.5399100227
VOG1269	0.002016129	0	1
VOG1270	0.0010080645	0	1
VOG1275	0.0016801075	0	1
VOG1276	0.0016801075	0	1
VOG1277	0.0016801075	0	1
VOG1278	0.0077284946	0.0014030868	0.8463478857
VOG1279	0.0023521505	0.007015434	0.2510946701
VOG1280	0.0016801075	0	1
VOG1281	0.0016801075	0	1
VOG1282	0.0016801075	0	1
VOG1283	0.0016801075	0	1
VOG1284	0.0016801075	0	1
VOG1285	0.001344086	0	1
VOG1286	0.0016801075	0	1
VOG1287	0.0010080645	0	1
VOG1289	0.0016801075	0	1
VOG1292	0.0157930108	0.3347364201	0.0450547354
VOG1294	0.0164650538	0.000200441	0.9879726961
VOG1295	0.0030241935	0	1
VOG1297	0.0023521505	0.000200441	0.9214755007
VOG1298	0.0077284946	0.0076167569	0.5036407927
VOG1300	0.0016801075	0.000200441	0.8934135597
VOG1301	0.0023521505	0	1
VOG1302	0.0050403226	0.019843656	0.202552922
VOG1303	0.0023521505	0	1
VOG1304	0.0030241935	0.000200441	0.9378407168
VOG1305	0.0023521505	0	1
VOG1306	0.0023521505	0.000200441	0.9214755007
VOG1307	0.0023521505	0.000200441	0.9214755007
VOG1309	0.0641801075	0.0477049509	0.5736253655
VOG1311	0.0023521505	0.000200441	0.9214755007
VOG1312	0.002688172	0	1
VOG1313	0.0036962366	0.0004008819	0.9021551512
VOG1314	0.0016801075	0	1
VOG1315	0.0016801075	0.0008017639	0.6769518847
VOG1317	0.002016129	0	1
VOG1318	0.002016129	0	1
VOG1319	0.0030241935	0.0010022049	0.7510914839
VOG1320	0.0100806452	0.0006013229	0.9437067302
VOG1321	0.002688172	0.000200441	0.9306099608
VOG1322	0.0033602151	0.0014030868	0.7054381946
VOG1323	0.0047043011	0	1
VOG1324	0.0023521505	0.000200441	0.9214755007
VOG1325	0.002016129	0.000200441	0.9095715588
VOG1326	0.002688172	0.0006013229	0.8171990172
VOG1327	0.0010080645	0.000200441	0.8341414479
VOG1328	0.001344086	0.0004008819	0.7702640111
VOG1329	0.0322580645	0.0120264582	0.7284275077
VOG1330	0.0057123656	0.000200441	0.9661005365
VOG1333	0.0060483871	0.0004008819	0.9378407168
VOG1334	0.002016129	0.0004008819	0.8341414479
VOG1335	0.0067204301	0.0014030868	0.8272808676
VOG1336	0.0127688172	0.0008017639	0.940918972
VOG1337	0.0073924731	0.000200441	0.9736015754
VOG1342	0.0036962366	0	1
VOG1343	0.0084005376	0.1892162758	0.0425092252
VOG1344	0.0117607527	0.3982762077	0.028682177
VOG1345	0.0178091398	0.0032070555	0.8474007557
VOG1347	0.0094086022	0.0018039687	0.8391119441
VOG1348	0.0591397849	0.0214471838	0.7338628796
VOG1350	0.0302419355	0.000200441	0.9934157253
VOG1352	0.0584677419	0.0152335137	0.7933072701
VOG1353	0.0561155914	0.0142313089	0.7976981385
VOG1355	0.0211693548	0	1
VOG1356	0.061827957	0.013429545	0.8215520759
VOG1358	0.0134408602	0.0044097013	0.7529656796
VOG1359	0.0080645161	0	1
VOG1361	0.0060483871	0	1
VOG1362	0.0131048387	0.0282621768	0.3167943965
VOG1363	0.0141129032	0.6560432952	0.0210591251
VOG1364	0.0036962366	0.0128282221	0.2236827625
VOG1365	0.0104166667	0.0004008819	0.9629415171
VOG1369	0.0369623656	0.0026057326	0.9341456191
VOG1370	0.0204973118	0	1
VOG1371	0.0134408602	0	1
VOG1372	0.0084005376	0	1
VOG1373	0.0070564516	0	1
VOG1374	0.0100806452	0.000200441	0.980503911
VOG1375	0.0070564516	0	1
VOG1376	0.0087365591	0	1
VOG1377	0.0137768817	0	1
VOG1379	0.0248655914	0.0597314091	0.2939299414
VOG1381	0.0110887097	0	1
VOG1382	0.0762768817	0.0757666867	0.5016777921
VOG1383	0.0094086022	0.0024052916	0.7964014504
VOG1384	0.0336021505	0.1633593907	0.1706025975
VOG1386	0.0047043011	0	1
VOG1388	0.0030241935	0.000200441	0.9378407168
VOG1389	0.0053763441	0	1
VOG1390	0.0043682796	0	1
VOG1391	0.0278897849	0.4521948286	0.058093478
VOG1392	0.0063844086	0	1
VOG1393	0.0406586022	0	1
VOG1394	0.0228494624	0	1
VOG1395	0.0295698925	0	1
VOG1396	0.0036962366	0	1
VOG1397	0.0050403226	0	1
VOG1400	0.0060483871	0.000200441	0.9679234301
VOG1401	0.0090725806	0	1
VOG1402	0.0016801075	0.0016035278	0.5116608209
VOG1403	0.0282258065	0	1
VOG1404	0.0302419355	0.0164361596	0.6478828123
VOG1405	0.0302419355	0.013229104	0.6956800625
VOG1406	0.0171370968	0.000200441	0.9884389022
VOG1407	0.0060483871	0	1
VOG1410	0.0178091398	0.000200441	0.9888703145
VOG1411	0.0174731183	0	1
VOG1412	0.0030241935	0	1
VOG1414	0.0527553763	0	1
VOG1415	0.0033602151	0	1
VOG1416	0.0063844086	0.000200441	0.9695602811
VOG1418	0.0278897849	0.0310683504	0.4730438776
VOG1419	0.0231854839	0.006814993	0.772837178
VOG1422	0.0272177419	0.2106634596	0.114417372
VOG1424	0.0144489247	0	1
VOG1426	0.0073924731	0	1
VOG1427	0.0178091398	0	1
VOG1428	0.0231854839	0.0004008819	0.983003658
VOG1429	0.0077284946	0	1
VOG1433	0.0557795699	0.0176388054	0.7597494454
VOG1436	0.0063844086	0	1
VOG1439	0.0073924731	0	1
VOG1442	0.0057123656	0.0020044097	0.7402529392
VOG1443	0.0094086022	0	1
VOG1445	0.0077284946	0	1
VOG1446	0.0141129032	0	1
VOG1447	0.0168010753	0	1
VOG1448	0.0124327957	0	1
VOG1451	0.0080645161	0	1
VOG1456	0.0077284946	0	1
VOG1457	0.0043682796	0	1
VOG1460	0.0110887097	0	1
VOG1461	0.0063844086	0	1
VOG1462	0.0077284946	0	1
VOG1467	0.0073924731	0	1
VOG1468	0.0073924731	0	1
VOG1472	0.0077284946	0	1
VOG1474	0.0245295699	0.0048105833	0.8360409622
VOG1478	0.0077284946	0	1
VOG1483	0.0077284946	0	1
VOG1485	0.0110887097	0	1
VOG1487	0.0060483871	0	1
VOG1489	0.0087365591	0	1
VOG1490	0.0067204301	0	1
VOG1491	0.0043682796	0	1
VOG1493	0.0067204301	0	1
VOG1499	0.0262096774	0	1
VOG1502	0.0120967742	0.0010022049	0.9234898501
VOG1503	0.0050403226	0	1
VOG1505	0.0080645161	0	1
VOG1507	0.0137768817	0	1
VOG1508	0.0073924731	0	1
VOG1509	0.0104166667	0	1
VOG1510	0.0070564516	0	1
VOG1515	0.0120967742	0	1
VOG1517	0.0225134409	0.0006013229	0.9739853318
VOG1518	0.0359543011	0.0160352776	0.6915674638
VOG1519	0.0080645161	0	1
VOG1520	0.0120967742	0.0034074965	0.7802220716
VOG1521	0.0141129032	0.0006013229	0.959133229
VOG1523	0.0120967742	0	1
VOG1525	0.0070564516	0	1
VOG1527	0.0329301075	0.0086189617	0.7925594514
VOG1528	0.0084005376	0	1
VOG1539	0.0178091398	0.0148326318	0.5455935424
VOG1540	0.0097446237	0.0014030868	0.8741367748
VOG1543	0.0070564516	0	1
VOG1544	0.0067204301	0	1
VOG1545	0.0110887097	0	1
VOG1547	0.0050403226	0	1
VOG1549	0.0080645161	0	1
VOG1550	0.0120967742	0.0026057326	0.8227695014
VOG1551	0.0120967742	0.0006013229	0.9526446439
VOG1552	0.0030241935	0	1
VOG1555	0.0043682796	0	1
VOG1561	0.0077284946	0.0827821207	0.085387715
VOG1563	0.0043682796	0.0150330728	0.2251533551
VOG1564	0.0097446237	0.006614552	0.5956671566
VOG1565	0.0067204301	0.0072158749	0.4822246709
VOG1573	0.0023521505	0	1
VOG1574	0.1115591398	0.0008017639	0.9928643874
VOG1575	0.0053763441	0	1
